"","COMPRAS","EDAD","ANTIGUEDAD","GENERO","INGRESOS","LONG","LAT"
"428",497.68,48,3,0,634,-3.66935307856183,40.4402107197559
"429",478.65,27,1,1,1626,-3.74614299272653,40.5101615339983
"430",543.53,66,3,0,721,-3.75675384884235,40.5715676701395
"431",466.14,22,3,1,495,-3.76212940432597,40.5053023181856
"432",496.41,36,5,1,1438,-3.58459152034484,40.4048611035571
"433",530.57,40,2,0,814,-3.7489845006261,40.4988965682453
"434",468.95,21,5,0,580,-3.58623839784414,40.3973319574026
"435",546.43,52,0,0,2655,-3.715603364259,40.4480533621274
"436",466.09,44,4,1,956,-3.77293124594726,40.5196212550392
"437",593.33,43,5,1,5200,-3.6021281622583,40.4901407133322
"438",521.71,55,4,0,687,-3.8083803773392,40.4741667226655
"439",433.35,40,3,1,1067,-3.54647177793086,40.3870794505812
"440",511.19,55,5,1,1923,-3.82934025719296,40.5530042094644
"441",661.77,42,1,1,2540,-3.79211054751649,40.509789403691
"442",643.67,75,2,1,1956,-3.81165335802361,40.5758904446149
"443",456.99,30,2,0,1800,-3.61358686476015,40.3558462030953
"444",554.57,38,1,1,986,-3.64391315027606,40.6009845906403
"445",466.48,48,6,1,2273,-3.64650796491187,40.383278470533
"446",548.41,44,4,0,668,-3.62228210954927,40.6023904398782
"447",527.41,20,5,1,7547,-3.63572665790562,40.3462713977089
"448",427.3,39,2,0,613,-3.69873482661787,40.4591348271817
"449",474.81,42,3,0,991,-3.62715230414178,40.4044265548466
"450",574.62,37,3,0,3369,-3.77076902249828,40.4879226508085
"451",355.1,42,4,1,589,-3.74458818717394,40.4086038189009
"452",363.7,49,3,0,854,-3.7808166552335,40.3879911554279
"453",481.48,32,3,0,3040,-3.64285787250847,40.4942008643877
"454",625.62,52,2,0,1661,-3.57765324260108,40.5009087502724
"455",574.9,49,4,0,784,-3.65087977561634,40.3326167978114
"456",575.13,53,4,1,1860,-3.7135239201365,40.5079080933239
"457",473.99,64,1,0,846,-3.60380832732189,40.4983431523899
"458",593.73,50,2,0,2034,-3.56799053410068,40.3720686603803
"459",570.81,59,2,1,1168,-3.6431690186495,40.4212139150361
"460",582.53,70,3,0,799,-3.73978677052073,40.5454908090644
"461",490.35,18,2,0,637,-3.77689839757513,40.5612639060011
"462",458.36,23,0,1,578,-3.67581315091811,40.3841186925303
"463",585.9,40,4,0,1097,-3.78873200293165,40.4766535356641
"464",682.62,58,1,0,1918,-3.74812245785724,40.4279446525499
"465",585.75,49,1,1,2297,-3.7608271201374,40.5733891601441
"466",450.03,51,4,0,649,-3.68720541263465,40.3583556928672
"467",423.97,65,2,0,1280,-3.69325996164698,40.4586610425497
"468",631.29,32,2,1,967,-3.81861696273554,40.5660807948327
"469",539.18,65,3,0,1627,-3.62330105176661,40.4119893032359
"470",522,61,2,1,838,-3.68560644946992,40.3317544996273
"471",543.69,63,3,0,1756,-3.73342627831735,40.5751714830287
"472",615.54,60,3,0,1031,-3.83638617568649,40.4964281945024
"473",409.63,25,2,0,1737,-3.71608266592957,40.4709890539991
"474",523.89,35,4,0,904,-3.68825122187845,40.5911330624251
"475",518.23,60,3,1,1264,-3.78543634186499,40.4581532495096
"476",586.85,43,1,0,815,-3.74362268948462,40.5110690870089
"477",390.64,37,7,0,1947,-3.77245947076008,40.4029145756969
"478",394.27,90,3,1,2029,-3.58236543121748,40.3149029853987
"479",564.11,24,4,0,841,-3.72745862193406,40.5534736242145
"480",481.29,52,2,1,1542,-3.68571640711743,40.4697708656779
"481",360.63,30,4,0,976,-3.71123279267922,40.3518941242248
"482",578.66,53,2,0,7388,-3.66482966693584,40.5038356726756
"483",501.3,63,4,1,4297,-3.68368735092226,40.3482873770874
"484",533.96,62,4,0,737,-3.55825123642571,40.3581372921355
"485",539.49,60,5,0,841,-3.66431417989079,40.4845484312857
"486",400.81,35,4,0,1344,-3.71832219031639,40.4077770682517
"487",532.59,31,3,0,459,-3.75841152549256,40.5635585933225
"488",602.87,25,1,0,1222,-3.65583229842596,40.595375372842
"489",449.58,64,2,1,1255,-3.61487580705434,40.4423138351878
"490",636.22,40,1,0,1940,-3.75291897901334,40.534789651446
"491",557.51,26,2,0,2592,-3.7655639635399,40.510037474148
"492",502.96,18,2,0,933,-3.62940824250691,40.6203531407984
"493",615.6,25,3,0,3529,-3.67233023627195,40.3369027517503
"494",453.24,52,3,0,898,-3.64445000104606,40.4464639097452
"495",488.54,36,5,1,467,-3.67517631615046,40.5401256203651
"496",594.02,47,1,1,772,-3.55458214783575,40.4497466134373
"497",435.93,47,4,0,8333,-3.77954050395638,40.3866940025939
"498",396.89,16,3,0,329,-3.70567679554224,40.3515210964717
"499",493.81,42,2,0,922,-3.64968734616414,40.4449670482893
"500",477.53,31,2,0,456,-3.59092504738364,40.3337390777189
"501",602.47,43,0,1,700,-3.66495868933853,40.3479795620544
"502",447.73,26,3,0,2925,-3.71303195352666,40.3447498144116
"503",537.54,27,5,0,1197,-3.83104322603904,40.5020354519831
"504",659.72,25,2,1,2400,-3.80458591410425,40.544417426968
"505",523.01,50,5,0,865,-3.61931301802397,40.4132686445257
"506",512.84,46,1,1,745,-3.75438373649959,40.4222460280173
"507",511.33,18,2,0,3776,-3.83712875444908,40.5465413294034
"508",603.01,37,1,1,1627,-3.81337178181857,40.4817886992125
"509",499.91,24,4,1,3373,-3.75465084854513,40.5596124436008
"510",534.39,58,0,1,1853,-3.61109535358846,40.4273346513975
"511",375.84,15,5,0,382,-3.66356168801431,40.6021879995707
"512",476.47,44,4,0,1389,-3.72006614387501,40.3706520596053
"513",568.98,37,1,1,1235,-3.84846622098703,40.520856254315
"514",539.52,40,1,1,569,-3.72992782618385,40.4242997101275
"515",634.33,44,1,0,806,-3.56675093059894,40.3644498762907
"516",446.46,71,6,0,800,-3.59588870345615,40.4759483881528
"517",556.75,56,3,0,1658,-3.65487098295707,40.359528892138
"518",650.8,37,2,0,704,-3.82019284144044,40.5694808428409
"519",555.52,44,2,0,978,-3.6611711731879,40.418544957228
"520",305.88,36,4,1,635,-3.79677051536273,40.3900269481121
"521",400.61,71,3,0,1190,-3.68950632805936,40.4120018213755
"522",578.98,33,2,0,742,-3.67686878445093,40.3311239927309
"523",461.67,27,2,0,3161,-3.72350464281626,40.4801303492161
"524",621.5,50,2,0,4022,-3.62320496477187,40.4414427142357
"525",694.62,49,5,1,561,-3.80266074042302,40.5343318784609
"526",660.84,51,2,0,3042,-3.66341436477378,40.3348379402189
"527",480.55,61,2,0,5337,-3.69115951911081,40.3852358190808
"528",659.41,61,3,0,2201,-3.57826122092083,40.4707573855296
"529",575.75,35,4,0,1115,-3.62640068270266,40.3352226058953
"530",467.24,33,5,0,1253,-3.55359163528774,40.3856342897518
"531",639.06,47,2,0,644,-3.84460615585558,40.5294229912572
"532",451.18,46,5,1,3154,-3.73537900389638,40.4195636163233
"533",607.39,47,2,0,1159,-3.74373912436422,40.4718658203958
"534",587.47,54,1,0,1333,-3.62435645933729,40.424117324804
"535",492.23,37,3,0,1302,-3.66323027990293,40.4340190100949
"536",546.54,39,3,1,1229,-3.71233145180158,40.5074356818106
"537",365.93,41,2,1,750,-3.7715044799028,40.3981332650175
"538",500.06,56,6,0,1239,-3.6025090054376,40.3428956461605
"539",384.93,17,4,0,800,-3.63685433575883,40.6214078112273
"540",502.33,43,3,0,602,-3.62960567974951,40.360605694633
"541",523.89,36,2,1,5491,-3.67953568671364,40.3621199231595
"542",426.85,37,8,0,1283,-3.66814430148806,40.5226660094224
"543",574.36,30,6,1,931,-3.80741365845315,40.5759998470778
"544",587.68,36,3,0,934,-3.51964325676672,40.4013579390477
"545",501.24,57,1,0,2511,-3.71860621320084,40.3858791259583
"546",440.72,39,1,1,605,-3.68152530000079,40.4479025154607
"547",515.72,34,4,0,902,-3.54707230625208,40.3963794298936
"548",425.37,36,3,0,5068,-3.71972966808826,40.3870881296927
"549",519.04,49,5,0,5224,-3.71483615958132,40.5814828320174
"550",309.8,4,2,0,1030,-3.75361372330226,40.3658808460925
"551",392.63,77,3,0,2775,-3.60268790901173,40.4448142021894
"552",655.97,40,2,0,520,-3.78382694369648,40.5342650172999
"553",549.3,54,4,1,973,-3.85690230990294,40.5567710135831
"554",360.48,23,2,1,2394,-3.74491128032096,40.3842568316497
"555",534.43,39,3,0,1056,-3.57041534860618,40.4978457445279
"556",457.54,44,3,0,1244,-3.70442376772407,40.4385146222077
"557",684.75,65,2,0,924,-3.66991529203951,40.3306850709952
"558",441.85,20,1,0,5149,-3.61373732760549,40.358040265087
"559",410.94,42,7,0,1394,-3.69343194549438,40.4901326168794
"560",418.12,49,6,0,1063,-3.70253091908526,40.4558954182314
"561",356.66,36,0,1,1063,-3.74058130776975,40.4010705334833
"562",614.58,42,3,0,1046,-3.76645270325243,40.5953334698454
"563",546.32,51,6,0,1752,-3.56379386512563,40.3794360524509
"564",559.31,39,3,0,1590,-3.57732616863213,40.4064725330565
"565",469.23,33,2,0,1707,-3.69451939731371,40.3586943615694
"566",509.63,30,4,0,1614,-3.73337793068495,40.4986423578113
"567",615.42,39,0,0,2200,-3.71252584280446,40.5743636241416
"568",483.14,64,0,1,993,-3.57778937146068,40.4306045738515
"569",729.76,41,0,0,4365,-3.74947293309961,40.5423658077372
"570",569.8,39,2,0,890,-3.84550297933165,40.5364125143271
"571",466.82,48,3,0,1779,-3.70376559216529,40.3936815946829
"572",608.17,46,2,0,788,-3.6410563576268,40.5947179359384
"573",547.51,35,2,0,833,-3.58895543715917,40.3476430881303
"574",487.59,39,3,1,1645,-3.60938432379626,40.4173177524237
"575",382.22,40,2,0,1630,-3.64999046709854,40.4804913305445
"576",506.95,47,4,1,2904,-3.61658231329639,40.502061802824
"577",432.39,45,3,1,1623,-3.60843946968671,40.3496331316885
"578",433.9,37,9,0,2010,-3.67298473345581,40.3718076710822
"579",699.46,52,2,0,1124,-3.85796708285343,40.5780476714019
"580",471.06,55,2,0,2127,-3.80504621982109,40.3735481802607
"581",494.95,56,6,0,1260,-3.64079013883602,40.5044673684053
"582",514.63,56,4,0,710,-3.71652142258827,40.4884315365227
"583",471.89,38,1,1,1679,-3.6306537424447,40.4756808979902
"584",472.19,19,5,1,311,-3.70908919870853,40.5059022222878
"585",577.27,57,3,0,2122,-3.67254795492627,40.3376366608311
"586",573.4,31,2,0,1672,-3.74361579921097,40.5200673190877
"587",598.62,35,4,0,1262,-3.75329428606201,40.4537964234361
"588",394.13,24,2,1,1532,-3.66126710732933,40.461842573178
"589",581.6,55,1,0,923,-3.73559684292413,40.3707228795858
"590",507.54,47,4,0,838,-3.62334566770587,40.4723292048322
"591",615.11,42,4,0,765,-3.63123747459613,40.3616063544061
"592",628.27,39,0,0,7834,-3.75367246926762,40.4360352542019
"593",580.11,41,3,1,591,-3.66356127148028,40.5951648359653
"594",499.82,21,2,0,1346,-3.71828809215222,40.5791154479841
"595",491.69,67,5,0,1160,-3.67083259052597,40.5962507479591
"596",711.8,51,1,0,2452,-3.78973336399067,40.5289630789077
"597",709.29,54,3,0,1238,-3.73708223514259,40.5453178314958
"598",573.58,49,2,1,1084,-3.77885237066075,40.5840927759884
"599",627.85,40,2,1,607,-3.63059071344323,40.3252307931427
"600",569.52,77,2,0,1365,-3.56831830295268,40.4779101105407
"601",473.25,48,5,0,1390,-3.65039906008169,40.6171368719544
"602",466.65,59,4,0,1260,-3.59375975430012,40.438216714235
"603",627.73,47,2,0,2271,-3.79075457910076,40.5887716023019
"604",555.31,71,3,1,1506,-3.77639903661329,40.4942106515402
"605",557.1,57,1,0,904,-3.66822200859897,40.385787747032
"606",471.78,68,2,0,901,-3.61376419463195,40.4021462293342
"607",477.59,51,4,0,1777,-3.70275604000781,40.4513923606603
"608",528.7,31,4,0,2623,-3.67542959153652,40.4059043555055
"609",533.52,70,5,0,2087,-3.78492202665657,40.5092837405857
"610",370.82,18,4,0,3803,-3.65257763953414,40.4464756675763
"611",436.48,29,1,0,859,-3.67257582859602,40.4436658439692
"612",437.56,24,2,0,565,-3.70404433817603,40.3394362357678
"613",511.35,12,4,0,689,-3.84009255140554,40.539660286787
"614",339.88,76,3,1,1826,-3.69892154759727,40.3619530579774
"615",464.16,33,2,0,506,-3.73569520246238,40.5094468454365
"616",790.87,57,0,0,1194,-3.76303752986714,40.5704923734767
"617",475.35,47,2,0,662,-3.66162536686752,40.3967405532487
"618",705.55,40,1,0,10407,-3.81008357238024,40.5144201879622
"619",544.68,45,2,0,1483,-3.64782425526064,40.6329571846174
"620",593.37,50,0,0,883,-3.64208020791411,40.4130276107928
"621",449.78,36,5,0,671,-3.71772241555154,40.3379560406785
"622",665.28,53,1,1,1083,-3.70844407575205,40.5328056788305
"623",476.51,81,3,1,1282,-3.63781895323191,40.5932121163234
"624",436.62,55,4,0,1533,-3.70736668722238,40.4473531594733
"625",442.08,27,5,1,537,-3.65577539019287,40.6202463198453
"626",364.69,15,3,1,1407,-3.66912069285754,40.4851580639835
"627",481.05,33,6,1,1408,-3.55222835133318,40.4479174743639
"628",638.2,48,2,0,1053,-3.78591856590938,40.5780623754719
"629",597.7,56,2,0,950,-3.77041561934166,40.4614945883397
"630",572.37,47,5,0,2731,-3.57505073733628,40.4012432545889
"631",672.17,57,2,0,1293,-3.81860467556398,40.5300187553978
"632",387.09,48,2,1,840,-3.63532663146034,40.4643173974939
"633",500.05,53,3,1,956,-3.76579261766747,40.4309880960966
"634",358.01,55,6,1,726,-3.6193754465552,40.3902699893108
"635",572.75,71,1,0,1395,-3.70377706664149,40.5754405032378
"636",620.73,46,4,0,957,-3.8635502693709,40.5897091847612
"637",442.31,32,1,0,2560,-3.71489700439852,40.3448461407563
"638",445.96,16,3,0,541,-3.76273401696235,40.4597098213155
"639",522.36,26,4,0,7677,-3.76025740392506,40.4200701695401
"640",542.39,21,3,0,2189,-3.61619833633304,40.5872916010441
"641",659.67,53,3,0,2346,-3.77659300630912,40.5365825735964
"642",518.88,58,2,1,862,-3.53069958856795,40.3968724150211
"643",539.49,32,3,0,2765,-3.83576985353138,40.5256400024984
"644",681.85,61,1,1,2752,-3.80120320627466,40.5294893815182
"645",559.23,28,7,0,1768,-3.63609971161932,40.3723292523529
"646",471.08,75,2,0,2101,-3.72432116696145,40.5173583602766
"647",629.41,40,2,0,641,-3.73073596737813,40.5735123841325
"648",580.69,50,3,1,1957,-3.74179099614266,40.5232214270392
"649",441.14,38,2,1,1099,-3.66005562057253,40.4772591536632
"650",501.79,46,3,0,1895,-3.65907093065325,40.4069936317857
"651",445.95,53,3,0,1020,-3.76013727763202,40.393498611101
"652",567.49,55,2,0,2360,-3.72098096096888,40.3459933575243
"653",543.99,23,3,0,3165,-3.73770756900776,40.5572995725554
"654",542.45,35,4,0,623,-3.68534462442622,40.5277211084496
"655",466.81,43,2,0,1012,-3.72182384643238,40.4832042505033
"656",522.24,39,3,0,3814,-3.62101120324805,40.3529766173335
"657",596.33,55,5,1,5036,-3.72620096812025,40.545437109354
"658",338.1,20,3,0,394,-3.72009354652837,40.3658116735052
"659",530.58,51,3,0,569,-3.70989542289171,40.3420066327555
"660",499.85,43,5,0,2783,-3.70672261747532,40.431723182369
"661",462.71,56,4,0,1231,-3.70916224163957,40.4066748616053
"662",474.48,58,1,0,1631,-3.73679657417815,40.3929026973667
"663",517.41,44,4,0,626,-3.61216722764075,40.5913644964341
"664",584.65,49,2,0,1434,-3.61944319328759,40.3233931914903
"665",529.31,42,4,1,716,-3.6248966244515,40.3456111441366
"666",430.13,39,2,1,488,-3.64523267010227,40.4709590893937
"667",588.18,56,6,1,1029,-3.7239839222515,40.4429460909916
"668",549.56,37,3,1,859,-3.82801495594904,40.5685100502335
"669",388.93,38,5,0,792,-3.67630679495633,40.4707769691478
"670",525.35,44,3,1,1002,-3.56957222064957,40.4816022726474
"671",553.37,44,3,1,3142,-3.68015311562922,40.5931736890227
"672",492.67,70,1,0,2656,-3.7471348133171,40.4799997370457
"673",481.74,17,5,0,2546,-3.8311594433384,40.5097326369025
"674",504.76,42,2,0,1127,-3.65074170017615,40.3759512600256
"675",450.53,38,4,0,690,-3.704999557673,40.3847560165916
"676",389.9,26,2,0,537,-3.81642273019534,40.3832360925619
"677",763.47,45,0,0,1168,-3.81488365316764,40.5070112996502
"678",612.08,60,2,0,1112,-3.78978228298947,40.5181238617981
"679",603.56,54,1,1,1361,-3.67622953068931,40.597338497336
"680",485.22,50,3,0,1456,-3.66467292639427,40.3979519348824
"681",551.04,31,3,0,1742,-3.86357721579261,40.5515479811467
"682",701.06,54,2,0,1886,-3.54273761608638,40.4541279075667
"683",517.23,60,1,1,896,-3.6562439678004,40.3889554471709
"684",389.5,55,1,1,1773,-3.79324332249816,40.3637450344861
"685",535.59,41,5,0,1237,-3.57407892912161,40.4951338273706
"686",546.95,35,1,0,7952,-3.69416396340821,40.4719594248338
"687",467.19,53,2,1,866,-3.58093915854115,40.3514241333352
"688",462.64,50,5,0,848,-3.69159331973642,40.4298361292342
"689",637.09,64,3,0,820,-3.55090910240542,40.4617312474176
"690",570.6,37,3,1,1411,-3.71284496933222,40.5516455462668
"691",514.88,55,2,1,1027,-3.60562719402369,40.3839575230842
"692",533,41,4,0,2121,-3.75353919304907,40.4706317846896
"693",410.24,28,3,0,928,-3.69567844886333,40.3597969558788
"694",444.81,37,4,0,528,-3.64226624693256,40.4934480626136
"695",611.63,56,1,0,854,-3.61150476485491,40.3209831864107
"696",472.24,19,3,0,2633,-3.82075436923187,40.4842597878771
"697",434.7,44,2,1,704,-3.60313680637628,40.3676943415077
"698",546.81,39,3,0,3693,-3.6120791253401,40.447515981202
"699",472.52,34,4,0,2235,-3.66843278249726,40.5192490410293
"700",597.95,35,3,0,848,-3.74989965416025,40.5232640987262
"701",497.2,42,1,1,1427,-3.71700234045275,40.3749973783735
"702",487.27,27,4,0,1183,-3.59121857208665,40.4554184866603
"703",526.14,58,1,1,1309,-3.65077588192653,40.4907753773034
"704",715.82,56,1,0,1438,-3.78546307827346,40.5027152434224
"705",661.48,51,3,0,777,-3.81927907662466,40.5882681814721
"706",538.11,48,3,1,5351,-3.54965928369202,40.3893871645443
"707",491.41,30,3,0,418,-3.75922804789152,40.567987978505
"708",504.94,46,3,0,712,-3.65478326389566,40.4413679150632
"709",611.76,61,3,0,1273,-3.74809820330702,40.4326690806076
"710",530.28,29,2,0,825,-3.85507231599186,40.5485298597952
"711",405.79,69,3,0,1925,-3.71969352730084,40.3532648920547
"712",490.86,56,3,0,901,-3.69323506855872,40.3914994069375
"713",663.08,36,3,0,1753,-3.80324583800975,40.5522943826392
"714",368.95,47,3,0,715,-3.6237633127952,40.3963699518237
"715",424.07,30,5,0,833,-3.59040126772597,40.4584703325992
"716",492.24,12,4,0,1756,-3.73318153850269,40.5146912622033
"717",587.11,50,4,0,951,-3.81389872529544,40.5954174739774
"718",574.52,50,4,1,1180,-3.83270038370974,40.5506562904222
"719",633.58,48,3,0,1239,-3.73752294268925,40.4307913183467
"720",463.92,43,4,0,651,-3.62697565495037,40.4703176049981
"721",583.88,49,3,0,1048,-3.77171394564211,40.5255202119472
"722",397.89,3,1,1,543,-3.7064678683877,40.325401088153
"723",451.4,63,3,0,1026,-3.63554140643682,40.3854526060633
"724",586.9,38,2,0,1742,-3.79642526011448,40.5736937437207
"725",681.42,47,2,1,2091,-3.77721798301209,40.5467880229
"726",623.25,35,3,0,1312,-3.69108678479679,40.542164787231
"727",371.24,34,6,0,1084,-3.70692019849084,40.4444536852418
"728",593.12,50,2,0,904,-3.53760633510537,40.4848045879509
"729",569.37,34,3,0,1546,-3.71866138940677,40.5790555219166
"730",596.82,49,6,0,4456,-3.78220215763431,40.4940583038144
"731",549.45,52,3,0,1209,-3.81565183538478,40.4643713090802
"732",398.03,45,5,0,4839,-3.75166238783859,40.3828264826909
"733",500.7,51,3,0,764,-3.79609358692542,40.4592044770718
"734",515.02,50,2,0,1849,-3.71093389238231,40.3776960295392
"735",725.61,48,1,0,1059,-3.79768042799551,40.5133710391121
"736",595.38,20,1,0,2433,-3.83399872840382,40.5006454892457
"737",547.21,58,2,1,764,-3.55276022348553,40.3987964703003
"738",454.37,45,2,1,737,-3.61381499466952,40.4568412973778
"739",605.53,53,0,0,1144,-3.56832551802509,40.3762894722633
"740",421.29,36,4,1,447,-3.62512509359512,40.6072287534364
"741",561.92,44,4,0,2547,-3.70228350393008,40.4890161214164
"742",500.74,59,4,1,965,-3.70814359395299,40.3402972715441
"743",662.12,35,3,0,1039,-3.73590237039607,40.5247528371867
"744",521.6,48,0,0,712,-3.68344420145731,40.4605415242724
"745",385.72,37,3,0,695,-3.59311107171234,40.3696198123973
"746",382.03,28,5,0,535,-3.81450225934386,40.4674609173555
"747",509.98,26,4,0,665,-3.57322846560273,40.5030060253805
"748",451.86,31,3,0,1114,-3.66194058626425,40.4004113111179
"749",459.42,58,4,0,736,-3.74330074337777,40.3607289318927
"750",417.26,48,4,0,726,-3.69123073385563,40.3985130545218
"751",516.58,51,6,0,551,-3.76175430566072,40.5731578612933
"752",306.54,33,4,1,804,-3.78598035706673,40.3833506808616
"753",361.97,31,2,1,1339,-3.66489234680776,40.4975955705624
"754",579.78,52,3,0,2917,-3.65272458710242,40.5835134158144
"755",533.07,52,0,0,1702,-3.57581740079913,40.4568579621147
"756",446.06,20,1,0,359,-3.68639034449588,40.4581052111927
"757",487.62,28,4,1,394,-3.67424139296636,40.6021951212781
"758",638.05,57,1,1,5468,-3.72514036737848,40.5075522057479
"759",668.27,36,2,0,792,-3.79592874585651,40.556328439666
"760",610.18,43,3,0,1492,-3.83731126061175,40.547572287661
"761",616.7,60,3,0,1845,-3.79660310640465,40.5334873922868
"762",423.75,62,5,0,1941,-3.75208971751854,40.4096187380375
"763",502.13,39,6,0,1539,-3.58508827476762,40.3194930140628
"764",497.9,67,1,0,1299,-3.61702123933937,40.334799556341
"765",568.82,52,2,0,839,-3.6063528484432,40.3861709395889
"766",500.86,43,7,0,848,-3.55453689021524,40.4698626061901
"767",423.27,44,2,0,673,-3.72802269561216,40.4138315230841
"768",569.37,49,5,0,1650,-3.55444287483115,40.3926256227307
"769",343.77,87,1,1,1579,-3.58846301117446,40.4266864444828
"770",484.25,40,1,0,940,-3.61689294429962,40.3465100360801
"771",343.26,22,1,0,364,-3.74735131042544,40.3825359847862
"772",505.72,27,1,0,1736,-3.70676773993764,40.4251128095668
"773",415.29,3,2,1,1011,-3.76928869003896,40.498399707186
"774",451.21,22,6,0,4318,-3.6406441248022,40.3971409649123
"775",438.14,40,2,0,1939,-3.74136623423547,40.4075211169431
"776",534.77,55,4,1,657,-3.61588132553734,40.4276625208324
"777",397.87,27,6,0,885,-3.65227793154772,40.4353627990233
"778",557.06,41,3,0,757,-3.63189845460001,40.3354791946942
"779",549.74,37,1,0,458,-3.72994028017856,40.4904239894124
"780",471.25,28,2,0,569,-3.62632399830036,40.39290419959
"781",586.65,40,4,0,908,-3.73461279666517,40.5650703339372
"782",739.68,46,2,0,1056,-3.78454223272856,40.5444306718884
"783",535.8,35,4,0,534,-3.63585290345363,40.5771617211169
"784",492.53,51,5,1,1059,-3.66986571832094,40.4106534518534
"785",599.82,24,3,0,1160,-3.7038852912141,40.5455979155842
"786",601.68,58,4,0,1545,-3.67923847059719,40.5884803951951
"787",473.13,68,5,1,1205,-3.76489002150483,40.4680478440598
"788",526.08,37,1,0,1618,-3.59022529607173,40.368340912438
"789",551.09,39,4,0,1672,-3.57384759662673,40.3739496022929
"790",576,62,1,0,2172,-3.60126962359063,40.3919856951572
"791",618.85,52,5,1,985,-3.75882986173965,40.5537287190557
"792",422.23,71,4,0,1016,-3.65033189286478,40.637557557947
"793",615.48,45,4,1,889,-3.85273623382673,40.5506999990204
"794",390.36,35,3,0,5153,-3.67004376414698,40.4567243990488
"795",318.29,88,3,0,969,-3.69349788208492,40.4038185669808
"796",497.25,10,2,1,228,-3.85306802983396,40.5678546207957
"797",544.65,35,3,1,900,-3.81673611942679,40.4806499785511
"798",596.53,29,3,0,678,-3.80209435147699,40.5437504363246
"799",516.45,43,1,1,2646,-3.68438732621726,40.5247467691544
"800",500.24,69,1,1,1019,-3.57759177391417,40.3350021482212
"801",357.25,30,3,0,573,-3.61967990638223,40.3979530405952
"802",619.24,35,1,1,3686,-3.65770149775781,40.3573039125651
"803",478.61,36,2,0,593,-3.62456076275557,40.4143904328113
"804",442.87,37,4,0,4879,-3.6417554887943,40.4017120021628
"805",594.11,49,2,0,709,-3.75109490249306,40.4386237231549
"806",545.86,19,1,0,805,-3.76589202692267,40.4698262811173
"807",591.53,17,2,0,780,-3.80028868394438,40.5637120027561
