"","garantia","edad_carnet","edad_coche","sex","edad","x","y","siniestros_ly","response","Expuesto"
"2710","1",31,12,2,51,-2.58579169,36.82438964,2,0,0.0219178082191781
"2711","2",24,10,1,48,-2.58579169,36.82438964,2,3,0.832876712328767
"2712","3",37,11,2,56,-2.58579169,36.82438964,3,5,0.328767123287671
"2713","2",16,13,2,46,-2.58579169,36.82438964,2,7,0.438356164383562
"2714","3",24,7,1,49,-2.58579169,36.82438964,1,0,0.0849315068493151
"2715","2",38,7,1,57,-2.58579169,36.82438964,3,0,0.2
"2716","1",36,13,2,56,-2.58579169,36.82438964,0,0,0.945205479452055
"2717","2",35,5,1,57,-2.58579169,36.82438964,2,0,0.487671232876712
"2718","3",27,16,1,76,-2.58579169,36.82438964,1,0,0.419178082191781
"2719","2",8,12,1,45,-2.58579169,36.82438964,1,4,0.580821917808219
"2720","3",5,10,2,37,-2.58579169,36.82438964,1,1,0.104109589041096
"2721","3",26,10,1,48,-2.58579169,36.82438964,4,21,0.917808219178082
"2722","1",13,12,1,38,-2.58579169,36.82438964,1,0,0.572602739726027
"2723","2",31,10,2,50,-2.58579169,36.82438964,1,3,0.745205479452055
"2724","2",44,6,2,64,-2.58579169,36.82438964,0,0,0.161643835616438
"2725","1",26,7,2,47,-2.58579169,36.82438964,2,0,0.912328767123288
"2726","3",25,6,2,43,-2.60216936,36.81199897,2,5,0.583561643835616
"2727","3",16,10,1,35,-2.60216936,36.81199897,3,7,0.265753424657534
"2728","1",14,16,2,33,-2.60216936,36.81199897,3,5,0.501369863013699
"2729","3",12,21,1,31,-2.60216936,36.81199897,3,22,0.487671232876712
"2730","2",39,8,2,59,-2.60216936,36.81199897,2,1,0.128767123287671
"2731","3",20,2,2,40,-2.60216936,36.81199897,2,6,0.673972602739726
"2732","3",20,8,2,40,-2.60216936,36.81199897,1,5,0.673972602739726
"2733","2",15,11,2,36,-2.60216936,36.81199897,1,6,0.931506849315068
"2734","3",7,2,1,27,-2.60216936,36.81199897,1,4,0.501369863013699
"2735","1",21,10,2,39,-2.60216936,36.81199897,0,0,0.726027397260274
"2736","2",5,9,1,35,-2.60216936,36.81199897,0,0,0.276712328767123
"2737","2",9,10,1,45,-2.60216936,36.81199897,0,1,0.86027397260274
"2738","3",17,7,2,37,-2.61461132,36.82653753,0,5,0.83013698630137
"2739","1",19,11,2,45,-2.66483202,36.81155146,1,1,0.210958904109589
"2740","1",22,12,2,43,-2.66483202,36.81155146,0,0,0.268493150684932
"2741","3",36,15,2,56,-2.66483202,36.81155146,1,2,0.353424657534247
"2742","1",37,10,2,68,-2.66483202,36.81155146,2,1,0.671232876712329
"2743","1",18,18,2,50,-2.66483202,36.81155146,0,0,0.0657534246575342
"2744","1",12,19,1,45,-2.66483202,36.81155146,3,3,0.832876712328767
"2745","2",19,9,2,37,-2.66483202,36.81155146,2,4,0.641095890410959
"2746","1",22,7,2,41,-2.66483202,36.81155146,3,3,0.580821917808219
"2747","2",16,12,1,37,-2.66483202,36.81155146,1,3,0.753424657534247
"2748","1",8,2,2,40,-2.66483202,36.81155146,2,0,0.328767123287671
"2749","2",22,6,2,40,-2.66483202,36.81155146,1,0,0.676712328767123
"2750","3",4,14,1,49,-2.66483202,36.81155146,0,6,0.926027397260274
"2751","3",35,10,2,53,-2.66483202,36.81155146,5,3,0.104109589041096
"2752","3",24,4,2,45,-2.66483202,36.81155146,1,6,0.991780821917808
"2753","1",22,14,2,52,-2.66483202,36.81155146,2,0,0.0547945205479452
"2754","3",35,6,2,60,-2.66483202,36.81155146,3,4,0.252054794520548
"2755","1",27,13,2,60,-2.66483202,36.81155146,2,1,0.136986301369863
"2756","2",17,10,2,40,-2.66483202,36.81155146,0,1,0.671232876712329
"2757","3",35,10,1,58,-2.66483202,36.81155146,0,0,0.194520547945205
"2758","3",9,14,2,43,-2.66483202,36.81155146,1,4,0.334246575342466
"2759","2",15,13,2,37,-2.66483202,36.81155146,1,0,0.0356164383561644
"2760","1",31,3,2,53,-2.66483202,36.81155146,2,0,0.0219178082191781
"2761","2",8,12,2,41,-2.66483202,36.81155146,2,4,0.221917808219178
"2762","2",10,16,2,49,-2.66483202,36.81155146,3,17,0.597260273972603
"2763","2",10,15,2,67,-2.66483202,36.81155146,0,2,0.443835616438356
"2764","3",36,12,1,60,-2.66483202,36.81155146,3,3,0.419178082191781
"2765","1",39,7,2,75,-2.66483202,36.81155146,0,0,0.147945205479452
"2766","2",27,11,2,46,-2.66483202,36.81155146,5,18,0.506849315068493
"2767","3",21,6,2,39,-2.66483202,36.81155146,3,12,0.783561643835616
"2768","2",9,10,2,59,-2.66483202,36.81155146,1,2,0.56986301369863
"2769","3",18,17,2,47,-2.66483202,36.81155146,2,9,0.380821917808219
"2770","1",12,7,2,41,-2.66483202,36.81155146,1,0,0.402739726027397
"2771","2",15,17,1,51,-2.66483202,36.81155146,1,3,0.446575342465753
"2772","2",10,10,2,53,-2.66483202,36.81155146,1,5,0.906849315068493
"2773","3",34,17,1,54,-2.66483202,36.81155146,1,3,0.46027397260274
"2774","3",37,12,2,56,-2.66483202,36.81155146,3,8,0.53972602739726
"2775","2",29,12,1,55,-2.66483202,36.81155146,2,3,0.928767123287671
"2776","2",25,8,2,44,-2.66483202,36.81155146,2,1,0.498630136986301
"2777","2",23,9,2,46,-2.66483202,36.81155146,4,16,0.728767123287671
"2778","2",37,15,1,56,-2.66483202,36.81155146,2,3,0.947945205479452
"2779","3",27,13,1,57,-2.66483202,36.81155146,1,3,0.915068493150685
"2780","2",35,24,2,54,-2.66483202,36.81155146,2,0,0.0547945205479452
"2781","2",5,14,2,37,-2.66483202,36.81155146,2,0,0.0273972602739726
"2782","2",18,13,2,49,-2.6258552,36.75591281,2,0,0.120547945205479
"2783","3",18,18,1,47,-2.6258552,36.75591281,4,17,0.326027397260274
"2784","3",10,6,2,29,-2.6258552,36.75591281,2,15,0.876712328767123
"2785","2",22,11,2,41,-2.6258552,36.75591281,2,8,0.887671232876712
"2786","1",19,4,1,40,-2.6258552,36.75591281,1,1,0.791780821917808
"2787","1",48,11,2,67,-2.6258552,36.75591281,0,0,0.926027397260274
"2788","1",21,10,2,41,-2.6258552,36.75591281,2,2,0.495890410958904
"2789","1",14,9,2,34,-2.6258552,36.75591281,0,0,0.783561643835616
"2790","3",31,6,2,51,-2.6258552,36.75591281,3,1,0.0767123287671233
"2791","1",15,13,2,42,-2.6258552,36.75591281,0,0,0.0767123287671233
"2792","1",12,8,2,43,-2.6258552,36.75591281,5,12,0.761643835616438
"2793","2",11,11,1,31,-2.6258552,36.75591281,0,0,0.424657534246575
"2794","3",36,6,2,55,-2.6258552,36.75591281,1,2,0.419178082191781
"2795","2",22,1,2,41,-2.6258552,36.75591281,2,5,0.846575342465753
"2796","2",12,7,2,40,-2.6258552,36.75591281,1,2,0.591780821917808
"2797","2",7,9,1,28,-2.6258552,36.75591281,2,1,0.526027397260274
"2798","1",30,9,2,48,-2.6258552,36.75591281,3,1,0.958904109589041
"2799","1",17,9,2,40,-2.6258552,36.75591281,1,0,0.882191780821918
"2800","1",13,24,2,39,-2.6258552,36.75591281,1,6,0.657534246575342
"2801","2",12,9,2,31,-2.6258552,36.75591281,2,2,0.268493150684932
"2802","1",17,15,2,43,-2.6258552,36.75591281,0,0,0.742465753424657
"2803","3",10,7,2,40,-2.6258552,36.75591281,2,2,0.0904109589041096
"2804","2",26,14,2,45,-2.6258552,36.75591281,3,11,0.621917808219178
"2805","1",15,10,2,51,-2.6258552,36.75591281,3,0,0.649315068493151
"2806","1",19,7,1,38,-2.6258552,36.75591281,1,0,0.389041095890411
"2807","3",30,16,2,48,-2.6258552,36.75591281,4,25,0.482191780821918
"2808","1",29,15,2,62,-2.6258552,36.75591281,1,0,0.0164383561643836
"2809","2",10,9,1,28,-2.6258552,36.75591281,7,18,0.134246575342466
"2810","1",25,14,2,48,-2.6258552,36.75591281,2,2,0.846575342465753
"2811","2",27,23,2,47,-2.6258552,36.75591281,2,8,0.805479452054795
"2812","3",23,12,2,41,-2.6258552,36.75591281,1,3,0.347945205479452
"2813","2",11,7,1,40,-2.6258552,36.75591281,4,3,0.271232876712329
"2814","3",9,14,2,59,-2.6258552,36.75591281,0,5,0.572602739726027
"2815","3",22,10,2,49,-2.6258552,36.75591281,2,2,0.101369863013699
"2816","2",21,6,2,41,-2.6258552,36.75591281,3,2,0.668493150684932
"2817","3",27,2,2,68,-2.6258552,36.75591281,3,7,0.257534246575342
"2818","1",13,15,2,33,-2.6258552,36.75591281,2,1,0.986301369863014
"2819","3",18,18,2,42,-2.6258552,36.75591281,2,3,0.0602739726027397
"2820","3",7,10,1,29,-2.6258552,36.75591281,0,2,0.641095890410959
"2821","2",25,9,2,75,-2.6258552,36.75591281,1,2,0.578082191780822
"2822","1",41,14,2,63,-2.6258552,36.75591281,1,0,0.90958904109589
"2823","2",10,15,2,36,-2.6258552,36.75591281,0,3,0.402739726027397
"2824","2",34,0,2,55,-2.6258552,36.75591281,1,0,0.408219178082192
"2825","3",9,17,2,59,-2.6258552,36.75591281,1,6,0.424657534246575
"2826","3",39,11,2,61,-2.6258552,36.75591281,3,11,0.882191780821918
"2827","1",22,6,2,53,-2.6258552,36.75591281,4,3,0.638356164383562
"2828","2",27,10,1,57,-2.6258552,36.75591281,1,3,0.967123287671233
"2829","2",8,11,2,34,-2.6258552,36.75591281,3,11,0.504109589041096
"2830","1",13,13,2,50,-2.6258552,36.75591281,2,1,0.66027397260274
"2831","3",27,15,2,56,-2.6258552,36.75591281,1,6,0.323287671232877
"2832","3",21,13,2,58,-2.6258552,36.75591281,0,3,0.652054794520548
"2833","1",15,10,2,42,-2.6258552,36.75591281,1,1,0.29041095890411
"2834","1",19,7,2,42,-2.6258552,36.75591281,1,2,0.665753424657534
"2835","1",27,12,2,46,-2.6258552,36.75591281,0,0,0.53972602739726
"2836","1",8,15,2,51,-2.6258552,36.75591281,4,7,0.495890410958904
"2837","3",36,8,2,55,-2.6258552,36.75591281,2,3,0.616438356164384
"2838","1",24,7,1,44,-2.6258552,36.75591281,2,0,0.668493150684932
"2839","3",15,8,1,43,-2.6258552,36.75591281,2,5,0.597260273972603
"2840","1",43,17,2,63,-2.6258552,36.75591281,1,1,0.882191780821918
"2841","2",24,17,1,82,-2.6258552,36.75591281,3,8,0.956164383561644
"2842","3",11,11,2,29,-2.6258552,36.75591281,2,1,0.101369863013699
"2843","1",23,3,2,43,-2.6258552,36.75591281,3,2,0.405479452054795
"2844","1",20,9,2,39,-2.6258552,36.75591281,1,0,0.273972602739726
"2845","2",29,16,2,48,-2.6258552,36.75591281,2,4,0.465753424657534
"2846","3",54,10,2,86,-2.6258552,36.75591281,1,1,0.624657534246575
"2847","3",25,8,2,65,-2.6258552,36.75591281,3,17,0.789041095890411
"2848","2",13,17,2,33,-2.6258552,36.75591281,0,0,0.232876712328767
"2849","2",25,1,2,58,-2.6258552,36.75591281,0,1,0.572602739726027
"2850","2",6,18,2,54,-2.6258552,36.75591281,2,3,0.210958904109589
"2851","3",25,8,2,74,-2.6258552,36.75591281,1,3,0.517808219178082
"2852","2",23,6,1,42,-2.6258552,36.75591281,1,0,0.186301369863014
"2853","1",22,9,2,49,-2.6258552,36.75591281,1,0,0.315068493150685
"2854","3",16,16,1,35,-2.6258552,36.75591281,2,7,0.580821917808219
"2855","3",17,14,2,55,-2.6258552,36.75591281,1,0,0.00273972602739726
"2856","1",41,6,2,62,-2.64911015,36.75784463,2,0,0.427397260273973
"2857","2",30,17,2,59,-2.68979077,36.76436628,2,0,0.00821917808219178
"2858","2",8,11,2,37,-2.68979077,36.76436628,2,5,0.391780821917808
"2859","3",33,16,2,52,-2.68979077,36.76436628,2,0,0.123287671232877
"2860","1",13,16,2,47,-2.68979077,36.76436628,2,1,0.457534246575342
"2861","2",14,15,2,32,-2.68979077,36.76436628,4,17,0.284931506849315
"2862","3",8,7,1,30,-2.68979077,36.76436628,1,1,0.0849315068493151
"2863","1",12,13,2,47,-2.68979077,36.76436628,0,0,0.301369863013699
"2864","1",16,17,2,50,-2.68979077,36.76436628,0,1,0.441095890410959
"2865","2",46,11,2,64,-2.68979077,36.76436628,1,1,0.208219178082192
"2866","2",31,12,2,69,-2.68979077,36.76436628,4,12,0.526027397260274
"2867","2",27,10,2,45,-2.68979077,36.76436628,3,7,0.665753424657534
"2868","2",9,9,2,45,-2.68979077,36.76436628,2,2,0.52054794520548
"2869","2",35,16,2,66,-2.82281884,36.84872014,0,0,0.975342465753425
"2870","3",24,11,2,49,-2.82281884,36.84872014,1,0,0.504109589041096
"2871","3",42,4,2,65,-2.82281884,36.84872014,3,4,0.783561643835616
"2872","3",24,10,1,46,-2.82281884,36.84872014,6,4,0.117808219178082
"2873","1",12,11,2,37,-2.82281884,36.84872014,3,1,0.89041095890411
"2874","3",11,11,1,33,-2.92905055,36.88287932,2,5,0.43013698630137
"2875","2",31,18,2,54,-2.92905055,36.88287932,3,15,0.904109589041096
"2876","2",6,17,2,39,-2.92905055,36.88287932,3,3,0.0547945205479452
"2877","1",40,9,2,69,-2.92905055,36.88287932,4,3,0.575342465753425
"2878","1",5,6,2,27,-2.92905055,36.88287932,1,0,0.536986301369863
"2879","1",31,22,2,54,-2.92905055,36.88287932,1,0,0.4
"2880","3",37,8,2,69,-2.92905055,36.88287932,1,2,0.613698630136986
"2881","1",39,9,2,64,-2.92905055,36.88287932,4,0,0.786301369863014
"2882","2",33,12,2,51,-2.92905055,36.88287932,2,7,0.904109589041096
"2883","2",25,12,2,44,-2.92905055,36.88287932,1,4,0.923287671232877
"2884","3",24,7,1,45,-3.02861593,36.76968181,1,4,0.66027397260274
"2885","1",28,11,2,47,-3.02861593,36.76968181,2,0,0.235616438356164
"2886","1",17,10,2,37,-3.02861593,36.76968181,2,2,0.572602739726027
"2887","2",26,10,2,45,-3.02861593,36.76968181,0,1,0.942465753424658
"2888","3",33,16,2,51,-3.02861593,36.76968181,1,4,0.6
"2889","1",25,10,2,43,-3.02861593,36.76968181,2,1,1
"2890","1",12,11,2,33,-3.02861593,36.76968181,2,4,0.772602739726027
"2891","3",42,6,2,63,-3.02861593,36.76968181,1,0,0.0931506849315069
"2892","1",14,9,1,36,-3.02861593,36.76968181,1,0,0.580821917808219
"2893","2",12,7,1,38,-3.02861593,36.76968181,0,0,0.854794520547945
"2894","1",24,12,1,47,-3.02861593,36.76968181,1,0,0.43013698630137
"2895","1",28,8,1,48,-3.02861593,36.76968181,3,0,0.224657534246575
"2896","3",28,5,2,67,-3.02861593,36.76968181,5,27,0.652054794520548
"2897","3",18,13,1,40,-3.02861593,36.76968181,2,6,0.915068493150685
"2898","2",17,16,2,48,-3.02861593,36.76968181,2,2,0.210958904109589
"2899","2",19,9,2,39,-3.02861593,36.76968181,3,10,0.695890410958904
"2900","3",25,8,2,55,-3.02861593,36.76968181,4,24,0.580821917808219
"2901","3",33,9,2,51,-3.02861593,36.76968181,2,5,0.871232876712329
"2902","2",8,8,2,35,-3.02861593,36.76968181,3,0,0.00821917808219178
"2903","3",36,15,2,61,-3.02861593,36.76968181,2,5,0.380821917808219
"2904","1",43,6,2,65,-3.02861593,36.76968181,0,0,0.657534246575342
"2905","2",15,8,1,40,-3.02861593,36.76968181,1,0,0.805479452054795
"2906","3",31,12,2,50,-3.02861593,36.76968181,1,3,0.63013698630137
"2907","3",23,10,2,41,-3.02861593,36.76968181,3,21,0.813698630136986
"2908","3",46,20,2,65,-3.02861593,36.76968181,3,6,0.419178082191781
"2909","1",39,8,2,83,-3.02861593,36.76968181,2,1,0.904109589041096
"2910","1",19,11,2,45,-3.02861593,36.76968181,2,0,0.964383561643836
"2911","1",15,7,2,38,-3.02861593,36.76968181,1,0,0.0246575342465753
"2912","2",29,9,2,48,-2.97530604,36.75945332,1,1,0.402739726027397
"2913","1",26,14,2,56,-2.97530604,36.75945332,1,0,0.495890410958904
"2914","2",31,4,2,52,-2.97530604,36.75945332,3,4,0.972602739726027
"2915","1",8,24,1,45,-2.97530604,36.75945332,3,7,0.572602739726027
"2916","2",9,9,2,32,-2.97530604,36.75945332,0,0,0.619178082191781
"2917","2",18,12,1,38,-2.14663874,37.3815354,0,2,0.561643835616438
"2918","1",8,23,2,51,-2.14663874,37.3815354,4,13,0.345205479452055
"2919","2",5,8,2,57,-2.14663874,37.3815354,1,2,0.353424657534247
"2920","2",43,9,2,62,-2.14663874,37.3815354,0,0,0.564383561643836
"2921","3",8,8,2,54,-2.14663874,37.3815354,2,8,0.323287671232877
"2922","3",38,7,2,65,-2.29237647,37.46305992,0,1,0.364383561643836
"2923","3",37,6,2,55,-2.29237647,37.46305992,1,0,0.0849315068493151
"2924","1",8,13,2,32,-2.27112633,37.53034136,5,6,0.0602739726027397
"2925","2",20,17,1,44,-2.02691809,37.58405497,1,1,0.197260273972603
"2926","1",24,7,2,57,-2.02691809,37.58405497,3,0,0.504109589041096
"2927","3",16,13,2,35,-2.02691809,37.58405497,2,16,0.747945205479452
"2928","2",29,4,1,48,-2.02691809,37.58405497,3,2,0.378082191780822
"2929","1",34,7,2,52,-2.02691809,37.58405497,1,0,0.641095890410959
"2930","2",15,13,2,44,-2.26829218,37.60267685,3,4,0.526027397260274
"2931","2",34,10,1,57,-2.18893105,37.69390265,2,1,0.186301369863014
"2932","2",35,11,2,55,-2.18409424,37.72940243,2,2,0.750684931506849
"2933","2",27,12,2,63,-2.21322997,37.35010266,2,2,0.232876712328767
"2934","2",23,10,1,47,-2.21322997,37.35010266,4,2,0.336986301369863
"2935","3",9,15,2,39,-2.21322997,37.35010266,1,16,0.616438356164384
"2936","1",23,14,2,41,-2.30319781,37.3795487,1,1,0.438356164383562
"2937","2",18,9,2,45,-2.30319781,37.3795487,3,4,0.331506849315069
"2938","2",21,16,2,43,-2.30319781,37.3795487,2,4,0.246575342465753
"2939","1",21,13,2,40,-2.30319781,37.3795487,1,0,0.824657534246575
"2940","1",23,22,2,62,-2.30319781,37.3795487,3,7,0.838356164383562
"2941","2",46,14,2,80,-2.30319781,37.3795487,0,0,0.413698630136986
"2942","3",18,8,2,41,-2.30319781,37.3795487,3,19,0.753424657534246
"2943","1",48,16,2,66,-2.30319781,37.3795487,1,0,0.504109589041096
"2944","2",22,12,1,51,-2.30319781,37.3795487,2,2,0.819178082191781
"2945","1",33,26,2,53,-2.30319781,37.3795487,2,2,0.421917808219178
"2946","2",23,7,2,56,-2.30319781,37.3795487,2,2,0.715068493150685
"2947","3",22,9,1,42,-2.30319781,37.3795487,0,1,0.827397260273973
"2948","2",24,13,2,45,-2.30319781,37.3795487,2,3,0.580821917808219
"2949","1",47,13,2,68,-2.30319781,37.3795487,0,0,0.210958904109589
"2950","1",6,11,2,34,-2.30319781,37.3795487,1,0,0.0191780821917808
"2951","3",49,2,2,73,-2.30319781,37.3795487,3,1,0.134246575342466
"2952","3",19,14,2,38,-2.30313529,37.3039943,1,3,0.312328767123288
"2953","2",25,11,1,62,-2.30313529,37.3039943,1,1,0.238356164383562
"2954","2",19,9,2,45,-2.30313529,37.3039943,2,5,0.564383561643836
"2955","1",25,9,2,46,-2.30313529,37.3039943,2,0,0.16986301369863
"2956","2",38,15,2,57,-2.30313529,37.3039943,2,1,0.2
"2957","2",22,8,2,41,-2.30313529,37.3039943,1,1,0.56986301369863
"2958","2",9,8,1,33,-2.30313529,37.3039943,2,0,0.175342465753425
"2959","2",28,12,2,59,-2.30313529,37.3039943,3,7,0.561643835616438
"2960","2",25,15,2,65,-2.30313529,37.3039943,3,15,0.838356164383562
"2961","3",13,8,1,35,-2.30313529,37.3039943,1,2,0.210958904109589
"2962","1",24,11,1,48,-2.30313529,37.3039943,0,0,0.0164383561643836
"2963","2",12,13,2,63,-2.30313529,37.3039943,0,2,0.66027397260274
"2964","1",19,7,2,37,-2.30313529,37.3039943,4,3,0.89041095890411
"2965","2",24,12,2,49,-2.30313529,37.3039943,0,0,0.0767123287671233
"2966","1",39,19,2,57,-2.30313529,37.3039943,1,0,0.194520547945205
"2967","3",19,11,1,38,-2.26743088,37.36556423,4,17,0.610958904109589
"2968","2",31,15,2,51,-2.35881719,37.34704209,1,2,1
"2969","3",46,9,2,73,-2.35881719,37.34704209,3,4,0.556164383561644
"2970","2",25,1,2,44,-2.35881719,37.34704209,1,0,0.446575342465753
"2971","1",29,14,2,47,-2.45614185,37.35313247,2,0,0.920547945205479
"2972","2",28,15,2,47,-2.45614185,37.35313247,2,11,0.961643835616438
"2973","2",44,16,2,63,-2.45614185,37.35313247,6,9,0.158904109589041
"2974","1",15,6,2,47,-2.46237827,37.43248481,2,1,0.364383561643836
"2975","3",41,24,2,60,-2.47667839,37.25146704,1,5,0.408219178082192
"2976","1",55,12,2,80,-2.51813791,37.34043786,1,0,0.00547945205479452
"2977","2",39,10,1,60,-2.51813791,37.34043786,0,0,0.175342465753425
"2978","3",10,9,2,37,-4.69505277,40.65610246,2,12,0.501369863013699
"2979","2",8,0,2,29,-4.69505277,40.65610246,2,2,0.564383561643836
"2980","2",7,11,2,40,-4.71327875,40.61819449,1,3,0.282191780821918
"2981","3",37,10,2,57,-4.71327875,40.61819449,1,3,0.687671232876712
"2982","1",32,9,1,51,-4.66016915,40.63135811,1,0,0.487671232876712
"2983","2",30,19,2,48,-4.66016915,40.63135811,0,0,0.89041095890411
"2984","1",36,11,2,54,-4.66016915,40.63135811,3,1,0.476712328767123
"2985","3",35,8,2,54,-4.65501869,40.68391794,3,8,0.813698630136986
"2986","2",28,17,2,47,-4.65501869,40.68391794,4,24,0.635616438356164
"2987","2",33,11,1,64,-4.69284691,40.69526608,2,0,0.265753424657534
"2988","2",19,10,1,40,-4.69284691,40.69526608,1,0,0.504109589041096
"2989","1",31,8,2,49,-4.69284691,40.69526608,3,1,0.0767123287671233
"2990","3",25,17,2,59,-4.69382227,40.39612774,0,0,0.0520547945205479
"2991","1",38,7,2,57,-4.69382227,40.39612774,3,2,0.676712328767123
"2992","2",27,24,1,48,-4.60316943,40.47413218,2,5,0.693150684931507
"2993","2",26,11,2,45,-4.77965093,40.38892779,4,23,0.920547945205479
"2994","3",27,11,2,50,-4.91546572,40.69070198,3,15,0.764383561643836
"2995","1",43,6,1,62,-5.20341366,40.69354617,3,0,1
"2996","1",29,11,2,48,-4.7670943,40.80063936,2,1,0.156164383561644
"2997","3",27,8,2,46,-4.7536322,40.92727905,0,0,0.0273972602739726
"2998","2",22,12,2,40,-4.76408346,40.59862923,2,3,0.358904109589041
"2999","2",19,10,2,41,-4.86571245,40.51212949,2,8,0.945205479452055
"3000","2",35,5,2,61,-4.72001158,41.04454769,2,2,0.879452054794521
"3001","3",36,8,2,54,-4.72001158,41.04454769,1,1,0.8
"3002","2",15,13,1,39,-4.72001158,41.04454769,2,4,0.287671232876712
"3003","1",13,4,1,32,-5.10901452,41.07035664,3,0,0.161643835616438
"3004","3",35,6,2,53,-4.31533326,40.59368084,2,4,0.610958904109589
"3005","2",50,13,2,74,-4.43375565,40.45300382,2,3,0.821917808219178
"3006","2",12,10,2,38,-4.55642677,40.81546405,1,2,0.810958904109589
"3007","2",34,5,2,52,-4.63763513,40.82584142,1,2,0.616438356164384
"3008","1",47,17,2,70,-5.05041636,41.01713637,1,2,0.498630136986301
"3009","2",26,8,2,44,-4.86994869,40.79380244,0,1,0.578082191780822
"3010","2",30,16,2,49,-5.08539647,40.21452813,1,5,0.849315068493151
"3011","2",42,10,2,62,-4.712631,40.32132795,1,0,0.427397260273973
"3012","3",41,24,2,59,-4.8323269,40.28485248,2,17,0.772602739726027
"3013","3",31,5,2,54,-6.97319918,38.87938298,4,3,0.0904109589041096
"3014","2",32,16,2,54,-6.97319918,38.87938298,1,5,0.805479452054795
"3015","2",52,5,2,70,-6.97319918,38.87938298,2,0,0.791780821917808
"3016","2",28,5,2,48,-6.97319918,38.87938298,3,3,0.482191780821918
"3017","2",36,11,1,57,-6.96830906,38.87892793,2,1,0.413698630136986
"3018","3",4,23,2,37,-6.96830906,38.87892793,3,7,0.063013698630137
"3019","3",44,9,2,82,-6.96664208,38.87362,1,1,0.517808219178082
"3020","2",30,9,2,54,-6.96664208,38.87362,0,1,0.802739726027397
"3021","1",47,13,2,69,-6.973881,38.87184119,4,1,0.89041095890411
"3022","1",48,13,1,74,-6.973881,38.87184119,3,0,0.268493150684932
"3023","3",50,6,2,73,-6.973881,38.87184119,1,2,1
"3024","1",44,13,2,67,-6.973881,38.87184119,0,0,0.668493150684932
"3025","2",39,12,1,63,-6.973881,38.87184119,3,0,0.293150684931507
"3026","1",49,19,2,79,-6.97822434,38.87524942,2,3,0.824657534246575
"3027","2",45,8,1,63,-6.97822434,38.87524942,1,0,0.320547945205479
"3028","2",49,2,1,74,-6.97822434,38.87524942,2,2,0.915068493150685
"3029","2",32,5,2,52,-6.97822434,38.87524942,1,0,0.295890410958904
"3030","2",27,4,2,47,-7.01473244,38.89851782,1,0,0.0383561643835616
"3031","3",32,6,1,54,-7.01473244,38.89851782,3,0,0.235616438356164
"3032","3",32,8,2,51,-7.01473244,38.89851782,1,3,0.906849315068493
"3033","1",32,9,2,50,-7.01473244,38.89851782,3,0,0.213698630136986
"3034","3",11,13,2,33,-7.01473244,38.89851782,3,27,0.717808219178082
"3035","2",20,6,2,51,-7.01473244,38.89851782,1,2,0.446575342465753
"3036","3",39,10,2,62,-7.01473244,38.89851782,2,0,0.010958904109589
"3037","2",14,11,2,34,-7.01473244,38.89851782,0,1,0.197260273972603
"3038","2",39,5,2,60,-7.01473244,38.89851782,1,0,0.0328767123287671
"3039","1",24,14,2,43,-7.01473244,38.89851782,2,2,0.484931506849315
"3040","3",27,9,2,49,-6.98212745,38.91158565,0,0,0.178082191780822
"3041","1",22,13,1,42,-6.98212745,38.91158565,1,1,0.347945205479452
"3042","1",35,12,2,64,-6.98212745,38.91158565,2,0,0.304109589041096
"3043","3",19,16,2,48,-6.98212745,38.91158565,1,11,0.775342465753425
"3044","3",5,7,1,37,-6.98212745,38.91158565,5,20,0.49041095890411
"3045","2",26,11,2,45,-6.98212745,38.91158565,0,0,0.0356164383561644
"3046","3",9,7,2,36,-6.98212745,38.91158565,1,3,0.298630136986301
"3047","1",25,3,2,45,-6.98212745,38.91158565,3,0,0.0849315068493151
"3048","2",21,11,2,39,-6.8880465,38.86618977,2,7,0.912328767123288
"3049","1",7,10,2,26,-6.8880465,38.86618977,1,2,0.961643835616438
"3050","2",12,13,1,40,-6.8880465,38.86618977,1,1,0.671232876712329
"3051","2",18,11,2,36,-6.8880465,38.86618977,3,10,0.712328767123288
"3052","2",24,1,2,44,-6.8880465,38.86618977,4,4,0.391780821917808
"3053","2",20,6,2,38,-6.8880465,38.86618977,1,4,0.819178082191781
"3054","3",18,8,1,43,-6.8880465,38.86618977,2,5,0.553424657534247
"3055","2",23,14,1,51,-6.8880465,38.86618977,3,2,0.419178082191781
"3056","2",26,7,2,45,-6.8880465,38.86618977,4,10,0.865753424657534
"3057","2",12,6,2,36,-6.8880465,38.86618977,2,3,0.304109589041096
"3058","3",29,10,2,60,-6.9181526,38.83554443,1,1,0.676712328767123
"3059","2",24,4,1,50,-6.9181526,38.83554443,5,2,0.378082191780822
"3060","3",9,8,2,28,-6.9181526,38.83554443,4,29,0.643835616438356
"3061","2",19,17,2,39,-6.9181526,38.83554443,2,12,0.572602739726027
"3062","1",32,6,1,54,-6.9181526,38.83554443,2,0,0.271232876712329
"3063","1",26,16,2,44,-6.9181526,38.83554443,3,1,0.704109589041096
"3064","1",24,12,2,42,-6.9181526,38.83554443,2,0,0.405479452054795
"3065","1",24,13,2,42,-6.9181526,38.83554443,3,1,0.364383561643836
"3066","3",29,10,2,51,-6.94363029,38.70611248,3,8,0.534246575342466
"3067","2",40,9,2,60,-6.94363029,38.70611248,2,4,0.967123287671233
